,CPU,throughput
133,1068.92,0.2
134,1066.64,0.2
135,1076.28,0.2
136,1050.37,0.2
137,1062.83,0.2
138,1069.96,0.2
139,1088.45,0.2
140,1077.29,0.2
141,1088.33,0.2
142,1079.21,0.2
143,1068.0,0.2
144,1069.92,0.2
145,1070.42,0.2
146,1059.21,0.2
147,1080.87,0.2
148,1064.34,0.2
149,1073.62,0.2
150,1067.61,0.2
151,1056.97,0.2
152,1082.18,0.2
153,1070.24,0.2
154,1080.74,0.2
155,1069.4,0.2
156,1071.19,0.2
157,1055.86,0.2
158,1072.64,0.2
159,1062.08,0.2
160,1650.19,0.3
161,1629.04,0.3
162,1667.38,0.3
163,1647.9,0.3
164,1664.17,0.3
165,1636.5,0.3
166,1636.06,0.3
167,1626.12,0.3
168,1647.53,0.3
169,1645.81,0.3
170,1631.57,0.3
171,1641.66,0.3
172,1652.13,0.3
173,1627.05,0.3
174,1629.0,0.3
175,1615.07,0.3
176,1648.37,0.3
177,1643.84,0.3
178,1618.17,0.3
179,1641.43,0.3
180,1621.28,0.3
181,1646.96,0.3
182,1647.24,0.3
183,1652.96,0.3
184,1641.52,0.3
185,1636.49,0.3
186,1644.56,0.3
187,1652.35,0.3
188,1683.32,0.3
189,1660.85,0.3
190,1650.29,0.3
191,1624.32,0.3
192,1651.24,0.3
193,1663.47,0.3
194,1595.57,0.3
195,1615.73,0.3
196,1643.56,0.3
197,1643.28,0.3
198,1636.93,0.3
199,1673.57,0.3
200,1652.16,0.3
201,1644.75,0.3
202,1644.95,0.3
203,1640.29,0.3
204,1630.56,0.3
205,1622.09,0.3
206,1659.01,0.3
207,1661.56,0.3
208,1636.4,0.3
209,1655.07,0.3
210,1654.79,0.3
211,1645.44,0.3
212,1654.59,0.3
213,1641.85,0.3
214,1655.55,0.3
215,1624.16,0.3
216,1654.51,0.3
217,1646.31,0.3
218,1657.63,0.3
219,1647.0,0.3
220,1647.64,0.3
221,1675.65,0.3
222,1654.97,0.3
223,1660.3,0.3
224,1640.35,0.3
225,1638.18,0.3
226,1642.95,0.3
227,1708.68,0.3
228,1686.26,0.3
229,1646.05,0.3
230,1686.09,0.3
231,1660.93,0.3
232,1651.61,0.3
233,1636.75,0.3
234,1656.19,0.3
235,1634.37,0.3
236,1657.3,0.3
237,1639.57,0.3
238,1672.59,0.3
239,1606.91,0.3
240,2168.31,0.4
241,2179.07,0.4
242,2138.38,0.4
243,2182.74,0.4
244,2215.7,0.4
245,2210.33,0.4
246,2149.97,0.4
247,2139.59,0.4
248,2163.81,0.4
249,2161.38,0.4
250,2176.38,0.4
251,2193.06,0.4
252,2188.56,0.4
253,2176.45,0.4
254,2137.77,0.4
255,2186.18,0.4
256,2131.69,0.4
257,2186.33,0.4
258,2185.98,0.4
259,2180.39,0.4
260,2120.59,0.4
261,2160.48,0.4
262,2164.06,0.4
263,2182.73,0.4
264,2162.83,0.4
265,2177.09,0.4
266,2149.16,0.4
267,2167.31,0.4
268,2169.98,0.4
269,2155.83,0.4
270,2156.1,0.4
271,2184.45,0.4
272,2170.54,0.4
273,2201.99,0.4
274,2159.55,0.4
275,2159.08,0.4
276,2198.58,0.4
277,2158.34,0.4
278,2186.04,0.4
279,2135.84,0.4
280,2182.11,0.4
281,2152.23,0.4
282,2206.05,0.4
283,2172.31,0.4
284,2164.23,0.4
285,2149.73,0.4
286,2190.66,0.4
287,2191.14,0.4
288,2210.11,0.4
289,2213.77,0.4
290,2178.03,0.4
291,2190.74,0.4
292,2172.44,0.4
293,2170.52,0.4
294,2191.24,0.4
295,2187.58,0.4
296,2155.16,0.4
297,2172.96,0.4
298,2151.71,0.4
299,2182.55,0.4
300,2212.69,0.4
301,2193.31,0.4
302,2208.97,0.4
303,2209.72,0.4
304,2094.68,0.4
305,2175.59,0.4
306,2216.87,0.4
307,2202.59,0.4
308,2228.55,0.4
309,2225.85,0.4
310,2158.64,0.4
311,2177.22,0.4
312,2180.77,0.4
313,2168.92,0.4
314,2149.02,0.4
315,2162.01,0.4
316,2180.06,0.4
317,2213.93,0.4
318,2236.05,0.4
319,2218.62,0.4
320,2208.3,0.5
321,2178.71,0.5
322,2215.59,0.5
323,2209.97,0.5
324,2164.64,0.5
325,2233.23,0.5
326,2194.89,0.5
327,2193.67,0.5
328,2185.85,0.5
329,2238.58,0.5
330,2212.02,0.5
331,2200.55,0.5
332,2160.01,0.5
333,2203.59,0.5
334,2161.63,0.5
335,2155.92,0.5
336,2202.13,0.5
337,2162.86,0.5
338,2214.98,0.5
339,2206.94,0.5
340,2166.16,0.5
341,2187.36,0.5
342,2190.61,0.5
343,2220.32,0.5
344,2177.48,0.5
345,2230.87,0.5
346,2201.17,0.5
347,2194.91,0.5
348,2199.9,0.5
349,2159.92,0.5
350,2206.42,0.5
351,2198.57,0.5
352,2234.19,0.5
353,2142.17,0.5
354,2163.46,0.5
355,2195.06,0.5
356,2172.14,0.5
357,2194.83,0.5
358,2192.92,0.5
359,2218.01,0.5
360,2191.94,0.5
361,2212.19,0.5
362,2185.48,0.5
363,2187.82,0.5
364,2184.35,0.5
365,2199.45,0.5
366,2190.55,0.5
367,2211.87,0.5
368,2227.0,0.5
369,2193.06,0.5
370,2193.79,0.5
371,2192.78,0.5
372,2225.9,0.5
373,2179.67,0.5
374,2178.17,0.5
375,2193.07,0.5
376,2199.32,0.5
377,2236.08,0.5
378,2203.55,0.5
379,2238.9,0.5
380,2192.7,0.5
381,2200.8,0.5
382,2208.73,0.5
383,2162.25,0.5
384,2169.1,0.5
385,2201.92,0.5
386,2200.29,0.5
387,2186.18,0.5
388,2203.84,0.5
389,2203.84,0.5
390,2198.32,0.5
391,2198.81,0.5
392,2169.19,0.5
393,2199.1,0.5
394,2190.09,0.5
395,2184.21,0.5
396,2200.3,0.5
397,2232.32,0.5
398,2186.44,0.5
399,2227.94,0.5
400,2221.95,0.6
401,2218.01,0.6
402,2176.39,0.6
403,2172.0,0.6
404,2160.29,0.6
405,2174.35,0.6
406,2197.0,0.6
407,2201.86,0.6
408,2219.3,0.6
409,2185.67,0.6
410,2174.0,0.6
411,2220.92,0.6
412,2193.6,0.6
413,2164.91,0.6
414,2192.55,0.6
415,2181.62,0.6
416,2180.67,0.6
417,2178.12,0.6
418,2190.32,0.6
419,2197.47,0.6
420,2219.56,0.6
421,2222.04,0.6
422,2195.77,0.6
423,2189.17,0.6
424,2204.09,0.6
425,2225.02,0.6
426,2200.56,0.6
427,2183.55,0.6
428,2247.69,0.6
429,2235.69,0.6
430,2216.81,0.6
431,2209.83,0.6
432,2230.64,0.6
433,2226.35,0.6
434,2175.12,0.6
435,2203.35,0.6
436,2208.09,0.6
437,2191.7,0.6
438,2192.01,0.6
439,2207.31,0.6
440,2216.34,0.6
441,2197.05,0.6
442,2187.44,0.6
443,2209.82,0.6
444,2204.09,0.6
445,2211.7,0.6
446,2223.28,0.6
447,2236.91,0.6
448,2176.59,0.6
449,2196.9,0.6
450,2221.17,0.6
451,2185.64,0.6
452,2181.95,0.6
453,2176.05,0.6
454,2199.64,0.6
455,2231.23,0.6
456,2234.96,0.6
457,2246.54,0.6
458,2261.62,0.6
459,2217.58,0.6
460,2236.26,0.6
461,2213.2,0.6
462,2214.9,0.6
463,2219.03,0.6
464,2202.99,0.6
465,2220.97,0.6
466,2187.04,0.6
467,2199.31,0.6
468,2235.38,0.6
469,2201.55,0.6
470,2220.29,0.6
471,2177.08,0.6
472,2214.53,0.6
473,2234.09,0.6
474,2232.04,0.6
475,2213.83,0.6
476,2185.61,0.6
477,2198.8,0.6
478,2197.95,0.6
479,2202.9,0.6
480,2217.1,0.7
481,2255.09,0.7
482,2222.77,0.7
483,2211.51,0.7
484,2209.47,0.7
485,2260.91,0.7
486,2235.08,0.7
487,2258.33,0.7
488,2203.48,0.7
489,2187.22,0.7
490,2206.16,0.7
491,2214.59,0.7
492,2236.39,0.7
493,2228.63,0.7
494,2259.19,0.7
495,2236.94,0.7
496,2276.95,0.7
497,2216.88,0.7
498,2198.9,0.7
499,2213.55,0.7
500,2213.73,0.7
501,2212.77,0.7
502,2213.31,0.7
503,2222.58,0.7
504,2220.33,0.7
505,2246.65,0.7
506,2216.69,0.7
507,2201.6,0.7
508,2234.97,0.7
509,2208.44,0.7
510,2251.48,0.7
511,2206.95,0.7
512,2191.61,0.7
513,2194.6,0.7
514,2233.61,0.7
515,2223.09,0.7
516,2204.05,0.7
517,2193.66,0.7
518,2229.16,0.7
519,2236.94,0.7
520,2228.14,0.7
521,2226.5,0.7
522,2213.64,0.7
523,2215.11,0.7
524,2226.93,0.7
525,2228.75,0.7
526,2250.59,0.7
527,2222.49,0.7
528,2226.38,0.7
529,2216.41,0.7
530,2230.41,0.7
531,2231.65,0.7
532,2236.75,0.7
533,2229.49,0.7
534,2223.64,0.7
535,2180.22,0.7
536,2237.22,0.7
537,2263.45,0.7
538,2191.75,0.7
539,2219.5,0.7
540,2254.38,0.7
541,2185.91,0.7
542,2236.14,0.7
543,2246.27,0.7
544,2201.88,0.7
545,2234.97,0.7
546,2191.97,0.7
547,2205.37,0.7
548,2208.75,0.7
549,2214.27,0.7
550,2213.53,0.7
551,2229.39,0.7
552,2209.31,0.7
553,2220.67,0.7
554,2209.71,0.7
555,2250.34,0.7
556,2208.06,0.7
557,2230.38,0.7
558,2191.46,0.7
559,2225.91,0.7
560,2260.88,0.8
561,2215.22,0.8
562,2212.17,0.8
563,2226.86,0.8
564,2227.42,0.8
565,2237.3,0.8
566,2229.5,0.8
567,2220.84,0.8
568,2225.8,0.8
569,2223.12,0.8
570,2269.22,0.8
571,2225.42,0.8
572,2229.8,0.8
573,2222.04,0.8
574,2248.19,0.8
575,2199.53,0.8
576,2212.36,0.8
577,2251.59,0.8
578,2222.24,0.8
579,2206.47,0.8
580,2227.19,0.8
581,2206.58,0.8
582,2255.37,0.8
583,2213.67,0.8
584,2221.09,0.8
585,2220.45,0.8
586,2217.63,0.8
587,2203.34,0.8
588,2220.36,0.8
589,2196.93,0.8
590,2259.45,0.8
591,2206.79,0.8
592,2222.9,0.8
593,2227.0,0.8
594,2242.71,0.8
595,2244.47,0.8
596,2270.65,0.8
597,2222.96,0.8
598,2206.92,0.8
599,2232.2,0.8
600,2230.34,0.8
601,2225.54,0.8
602,2257.17,0.8
603,2193.0,0.8
604,2202.87,0.8
605,2195.66,0.8
606,2247.44,0.8
607,2223.72,0.8
608,2214.33,0.8
609,2224.27,0.8
610,2228.32,0.8
611,2232.72,0.8
612,2243.08,0.8
613,2208.14,0.8
614,2225.7,0.8
615,2217.65,0.8
616,2204.54,0.8
617,2194.18,0.8
618,2224.01,0.8
619,2264.6,0.8
620,2248.93,0.8
621,2248.91,0.8
622,2224.53,0.8
623,2205.41,0.8
624,2231.13,0.8
625,2276.28,0.8
626,2197.56,0.8
627,2234.87,0.8
628,2236.33,0.8
629,2209.15,0.8
630,2240.86,0.8
631,2227.98,0.8
632,2229.16,0.8
633,2237.48,0.8
634,2202.61,0.8
635,2196.52,0.8
636,2256.79,0.8
637,2238.36,0.8
638,2222.71,0.8
639,2237.42,0.8
640,2218.04,0.9
641,2222.7,0.9
642,2207.58,0.9
643,2243.27,0.9
644,2213.55,0.9
645,2262.26,0.9
646,2241.42,0.9
647,2235.65,0.9
648,2201.53,0.9
649,2255.21,0.9
650,2256.45,0.9
651,2233.52,0.9
652,2246.71,0.9
653,2253.22,0.9
654,2252.07,0.9
655,2250.69,0.9
656,2249.27,0.9
657,2276.36,0.9
658,2233.59,0.9
659,2225.02,0.9
660,2222.81,0.9
661,2267.16,0.9
662,2237.29,0.9
663,2236.94,0.9
664,2217.07,0.9
665,2219.39,0.9
666,2249.33,0.9
667,2263.61,0.9
668,2256.98,0.9
669,2208.55,0.9
670,2253.7,0.9
671,2246.78,0.9
672,2236.35,0.9
673,2211.26,0.9
674,2246.91,0.9
675,2229.03,0.9
676,2214.2,0.9
677,2243.98,0.9
678,2227.54,0.9
679,2218.91,0.9
680,2217.91,0.9
681,2255.84,0.9
682,2218.42,0.9
683,2250.38,0.9
684,2228.71,0.9
685,2234.54,0.9
686,2192.51,0.9
687,2257.85,0.9
688,2244.56,0.9
689,2243.36,0.9
690,2235.97,0.9
691,2194.55,0.9
692,2264.39,0.9
693,2265.88,0.9
694,2237.25,0.9
695,2232.78,0.9
696,2272.72,0.9
697,2229.88,0.9
698,2195.1,0.9
699,2238.4,0.9
700,2233.78,0.9
701,2229.38,0.9
702,2244.97,0.9
703,2240.24,0.9
704,2248.37,0.9
705,2251.76,0.9
706,2206.78,0.9
707,2218.4,0.9
708,2246.5,0.9
709,2292.68,0.9
710,2195.29,0.9
711,2242.6,0.9
712,2205.87,0.9
713,2263.91,0.9
714,2260.94,0.9
715,2208.43,0.9
716,2200.73,0.9
717,2216.39,0.9
718,2229.92,0.9
719,2229.96,0.9
720,2257.96,1.0
721,2249.79,1.0
722,,1.0
723,2223.59,1.0
724,2206.37,1.0
725,2226.41,1.0
726,2268.33,1.0
727,2274.54,1.0
728,2219.08,1.0
729,2258.17,1.0
730,2257.79,1.0
731,2292.52,1.0
732,2223.72,1.0
733,2229.18,1.0
734,2210.18,1.0
735,2259.11,1.0
736,2249.34,1.0
737,2241.55,1.0
738,2226.36,1.0
739,2248.31,1.0
740,2226.74,1.0
741,2218.27,1.0
742,2246.71,1.0
743,2248.12,1.0
744,2242.52,1.0
745,2263.67,1.0
746,2269.53,1.0
747,2210.95,1.0
748,2238.41,1.0
749,2274.94,1.0
750,2230.57,1.0
751,2243.25,1.0
752,2244.69,1.0
753,2246.55,1.0
754,2238.74,1.0
755,2263.93,1.0
756,2228.87,1.0
757,2226.59,1.0
758,2248.34,1.0
759,2224.71,1.0
760,2269.91,1.0
761,2220.38,1.0
762,2241.99,1.0
763,2248.31,1.0
764,2227.22,1.0
765,2246.52,1.0
766,2236.81,1.0
767,2273.01,1.0
768,2252.86,1.0
769,2250.76,1.0
770,2287.45,1.0
771,2239.0,1.0
772,2226.24,1.0
773,2232.73,1.0
774,2228.13,1.0
775,2242.24,1.0
776,2238.84,1.0
777,2240.93,1.0
778,2269.11,1.0
779,2257.6,1.0
780,2286.8,1.0
781,2250.03,1.0
782,2283.21,1.0
783,2256.43,1.0
784,2264.13,1.0
785,2230.61,1.0
786,2229.08,1.0
787,2240.88,1.0
788,2275.12,1.0
789,2236.62,1.0
790,2252.67,1.0
791,2237.04,1.0
792,2248.89,1.0
793,2284.04,1.0
794,2220.96,1.0
795,2252.69,1.0
796,2257.38,1.0
797,2228.03,1.0
798,2219.29,1.0
799,2260.47,1.0
