,CPU,throughput
197,531.19,0.3
198,530.11,0.3
199,542.42,0.3
200,538.03,0.3
201,539.21,0.3
202,533.94,0.3
203,527.94,0.3
204,558.04,0.3
205,549.85,0.3
206,533.09,0.3
207,523.51,0.3
208,522.62,0.3
209,536.64,0.3
210,534.03,0.3
211,522.13,0.3
212,527.99,0.3
213,525.47,0.3
214,534.34,0.3
215,521.07,0.3
216,523.12,0.3
217,526.86,0.3
218,525.03,0.3
219,537.5,0.3
220,539.38,0.3
221,527.01,0.3
222,523.18,0.3
223,526.77,0.3
224,526.08,0.3
225,530.23,0.3
226,531.14,0.3
227,530.96,0.3
228,519.99,0.3
229,526.8,0.3
230,529.69,0.3
231,530.55,0.3
232,528.97,0.3
233,519.21,0.3
234,546.38,0.3
235,531.71,0.3
236,525.65,0.3
237,526.52,0.3
238,527.64,0.3
239,520.29,0.3
240,778.8,0.4
241,924.64,0.4
242,869.4,0.4
243,806.78,0.4
244,802.2,0.4
245,776.74,0.4
246,807.86,0.4
247,749.1,0.4
248,785.33,0.4
249,818.5,0.4
250,818.07,0.4
251,795.64,0.4
252,829.79,0.4
253,799.08,0.4
254,797.73,0.4
255,798.84,0.4
256,816.19,0.4
257,843.9,0.4
258,823.97,0.4
259,842.65,0.4
260,811.51,0.4
261,786.7,0.4
262,776.56,0.4
263,783.4,0.4
264,773.31,0.4
265,821.49,0.4
266,812.67,0.4
267,780.2,0.4
268,770.64,0.4
269,830.06,0.4
270,825.58,0.4
271,811.32,0.4
272,840.98,0.4
273,813.74,0.4
274,771.45,0.4
275,833.45,0.4
276,811.34,0.4
277,800.06,0.4
278,798.31,0.4
279,821.94,0.4
280,763.08,0.4
281,789.51,0.4
282,766.53,0.4
283,857.49,0.4
284,786.03,0.4
285,762.78,0.4
286,773.62,0.4
287,783.75,0.4
288,793.0,0.4
289,782.22,0.4
290,826.69,0.4
291,806.88,0.4
292,807.71,0.4
293,769.43,0.4
294,810.58,0.4
295,797.56,0.4
296,790.11,0.4
297,765.13,0.4
298,814.76,0.4
299,787.84,0.4
300,777.4,0.4
301,778.21,0.4
302,784.0,0.4
303,763.5,0.4
304,823.07,0.4
305,834.21,0.4
306,782.91,0.4
307,827.3,0.4
308,760.43,0.4
309,779.09,0.4
310,834.4,0.4
311,783.13,0.4
312,799.72,0.4
313,790.68,0.4
314,813.34,0.4
315,802.45,0.4
316,836.01,0.4
317,819.27,0.4
318,790.3,0.4
319,814.03,0.4
320,1195.71,0.5
321,1149.47,0.5
322,1160.98,0.5
323,1169.7,0.5
324,1208.08,0.5
325,1204.21,0.5
326,1187.2,0.5
327,1185.41,0.5
328,1252.34,0.5
329,1178.54,0.5
330,1242.69,0.5
331,1172.17,0.5
332,1175.95,0.5
333,1200.94,0.5
334,1189.19,0.5
335,1225.35,0.5
336,1171.14,0.5
337,1249.75,0.5
338,1224.94,0.5
339,1192.57,0.5
340,1184.35,0.5
341,1225.66,0.5
342,1184.23,0.5
343,1190.19,0.5
344,1182.82,0.5
345,1219.45,0.5
346,1259.73,0.5
347,1203.77,0.5
348,1245.06,0.5
349,1181.78,0.5
350,1219.38,0.5
351,1209.69,0.5
352,1231.18,0.5
353,1209.6,0.5
354,1162.55,0.5
355,1162.5,0.5
356,1151.83,0.5
357,1245.58,0.5
358,1207.94,0.5
359,1184.82,0.5
360,1219.83,0.5
361,1180.69,0.5
362,1185.38,0.5
363,1197.21,0.5
364,1190.93,0.5
365,1226.33,0.5
366,1209.61,0.5
367,1217.7,0.5
368,1215.46,0.5
369,1200.94,0.5
370,1193.19,0.5
371,1152.25,0.5
372,1205.08,0.5
373,1228.75,0.5
374,1213.67,0.5
375,1189.28,0.5
376,1267.27,0.5
377,1201.13,0.5
378,1206.66,0.5
379,1174.16,0.5
380,1183.36,0.5
381,1203.59,0.5
382,1255.89,0.5
383,1255.64,0.5
384,1189.72,0.5
385,1203.87,0.5
386,1205.8,0.5
387,1224.53,0.5
388,1223.6,0.5
389,1242.62,0.5
390,1210.08,0.5
391,1204.34,0.5
392,1179.92,0.5
393,1184.53,0.5
394,1224.06,0.5
395,1248.54,0.5
396,1203.71,0.5
397,1239.2,0.5
398,1218.7,0.5
399,1211.2,0.5
400,1471.35,0.6
401,1468.06,0.6
402,1461.56,0.6
403,1481.82,0.6
404,1475.64,0.6
405,1489.11,0.6
406,1482.8,0.6
407,1461.93,0.6
408,1458.03,0.6
409,1468.75,0.6
410,1468.01,0.6
411,1468.62,0.6
412,1466.58,0.6
413,1451.27,0.6
414,1457.12,0.6
415,1486.94,0.6
416,1468.15,0.6
417,1476.07,0.6
418,1477.93,0.6
419,1459.87,0.6
420,1464.86,0.6
421,1480.21,0.6
422,1475.96,0.6
423,1482.01,0.6
424,1485.77,0.6
425,1476.43,0.6
426,1464.06,0.6
427,1479.79,0.6
428,1481.48,0.6
429,1475.89,0.6
430,1485.35,0.6
431,1466.82,0.6
432,1470.97,0.6
433,1454.14,0.6
434,1468.89,0.6
435,1463.54,0.6
436,1464.89,0.6
437,1458.57,0.6
438,1456.76,0.6
439,1482.87,0.6
440,1479.32,0.6
441,1481.19,0.6
442,1465.74,0.6
443,1460.77,0.6
444,1486.63,0.6
445,1474.71,0.6
446,1474.72,0.6
447,1477.81,0.6
448,1479.59,0.6
449,1476.0,0.6
450,1477.4,0.6
451,1469.3,0.6
452,1469.43,0.6
453,1482.67,0.6
454,1479.42,0.6
455,1464.75,0.6
456,1483.52,0.6
457,1490.34,0.6
458,1482.09,0.6
459,1470.26,0.6
460,1467.55,0.6
461,1480.51,0.6
462,1462.14,0.6
463,1474.25,0.6
464,1460.27,0.6
465,1476.26,0.6
466,1488.81,0.6
467,1474.87,0.6
468,1451.17,0.6
469,1485.43,0.6
470,1460.26,0.6
471,1480.75,0.6
472,1468.82,0.6
473,1472.83,0.6
474,1484.13,0.6
475,1480.32,0.6
476,1472.26,0.6
477,1485.83,0.6
478,1469.09,0.6
479,1471.27,0.6
480,1480.06,0.7
481,1468.4,0.7
482,1468.47,0.7
483,1456.74,0.7
484,1463.78,0.7
485,1456.89,0.7
486,1447.57,0.7
487,1460.67,0.7
488,1469.48,0.7
489,1466.92,0.7
490,1474.97,0.7
491,1459.62,0.7
492,1468.39,0.7
493,1471.29,0.7
494,1475.16,0.7
495,1475.16,0.7
496,1453.69,0.7
497,1461.57,0.7
498,1477.33,0.7
499,1459.65,0.7
500,1459.61,0.7
501,1467.91,0.7
502,1480.13,0.7
503,1473.49,0.7
504,1474.24,0.7
505,1464.44,0.7
506,1488.2,0.7
507,1457.96,0.7
508,1454.97,0.7
509,1479.2,0.7
510,1458.68,0.7
511,1463.08,0.7
512,1464.62,0.7
513,1474.91,0.7
514,1479.3,0.7
515,1463.51,0.7
516,1475.75,0.7
517,1461.06,0.7
518,1490.88,0.7
519,1477.7,0.7
520,1470.16,0.7
521,1490.43,0.7
522,1482.12,0.7
523,1484.09,0.7
524,1454.24,0.7
525,1456.22,0.7
526,1469.56,0.7
527,1449.18,0.7
528,1470.52,0.7
529,1480.77,0.7
530,1480.08,0.7
531,1464.73,0.7
532,1470.64,0.7
533,1453.25,0.7
534,1467.89,0.7
535,1468.38,0.7
536,1475.74,0.7
537,1474.44,0.7
538,1473.5,0.7
539,1467.54,0.7
540,1488.61,0.7
541,1482.86,0.7
542,1462.23,0.7
543,1463.76,0.7
544,1459.38,0.7
545,1475.0,0.7
546,1477.6,0.7
547,1468.6,0.7
548,1466.06,0.7
549,1450.81,0.7
550,1458.58,0.7
551,1461.67,0.7
552,1453.98,0.7
553,1459.32,0.7
554,1456.12,0.7
555,1462.13,0.7
556,1472.17,0.7
557,1476.84,0.7
558,1464.41,0.7
559,1472.34,0.7
560,1472.54,0.8
561,1490.04,0.8
562,1478.58,0.8
563,1477.72,0.8
564,1477.6,0.8
565,1451.37,0.8
566,1459.01,0.8
567,1454.22,0.8
568,1466.12,0.8
569,1465.89,0.8
570,1464.77,0.8
571,1467.24,0.8
572,1471.34,0.8
573,1476.65,0.8
574,1474.04,0.8
575,1465.86,0.8
576,1477.35,0.8
577,1465.7,0.8
578,1460.86,0.8
579,1485.83,0.8
580,1474.33,0.8
581,1469.73,0.8
582,1472.68,0.8
583,1472.74,0.8
584,1456.91,0.8
585,1467.09,0.8
586,1474.7,0.8
587,1460.08,0.8
588,1468.86,0.8
589,1463.61,0.8
590,1468.8,0.8
591,1467.38,0.8
592,1449.27,0.8
593,1462.51,0.8
594,1453.84,0.8
595,1461.01,0.8
596,1468.65,0.8
597,1469.34,0.8
598,1476.58,0.8
599,1477.22,0.8
600,1485.88,0.8
601,1451.53,0.8
602,1455.65,0.8
603,1459.13,0.8
604,1467.64,0.8
605,1465.87,0.8
606,1471.77,0.8
607,1475.61,0.8
608,1458.68,0.8
609,1464.2,0.8
610,1456.3,0.8
611,1462.63,0.8
612,1455.82,0.8
613,1487.95,0.8
614,1479.9,0.8
615,1463.95,0.8
616,1455.7,0.8
617,1476.34,0.8
618,1464.51,0.8
619,1474.29,0.8
620,1468.38,0.8
621,1477.23,0.8
622,1475.53,0.8
623,1470.82,0.8
624,1488.13,0.8
625,1470.1,0.8
626,1454.73,0.8
627,1467.94,0.8
628,1478.37,0.8
629,1461.9,0.8
630,1464.81,0.8
631,1496.27,0.8
632,1456.63,0.8
633,1455.36,0.8
634,1464.09,0.8
635,1473.48,0.8
636,1466.45,0.8
637,1471.74,0.8
638,1461.2,0.8
639,1460.62,0.8
640,1460.51,0.9
641,1460.31,0.9
642,1458.11,0.9
643,1464.04,0.9
644,1472.35,0.9
645,1470.82,0.9
646,1474.06,0.9
647,1467.73,0.9
648,1477.46,0.9
649,1471.28,0.9
650,1457.58,0.9
651,1457.04,0.9
652,1475.45,0.9
653,1471.87,0.9
654,1484.63,0.9
655,1485.37,0.9
656,1453.27,0.9
657,1468.31,0.9
658,1465.77,0.9
659,1461.32,0.9
660,1458.4,0.9
661,1461.74,0.9
662,1460.18,0.9
663,1466.24,0.9
664,1465.92,0.9
665,1461.11,0.9
666,1470.41,0.9
667,1473.83,0.9
668,1469.55,0.9
669,1472.58,0.9
670,1488.34,0.9
671,1465.35,0.9
672,1484.98,0.9
673,1482.48,0.9
674,1467.17,0.9
675,1478.32,0.9
676,1485.69,0.9
677,1482.12,0.9
678,1451.21,0.9
679,1467.29,0.9
680,1467.4,0.9
681,1481.19,0.9
682,1451.21,0.9
683,1463.15,0.9
684,1478.95,0.9
685,1468.73,0.9
686,1473.43,0.9
687,1473.16,0.9
688,1479.81,0.9
689,1460.92,0.9
690,1452.16,0.9
691,1462.01,0.9
692,1481.43,0.9
693,1466.79,0.9
694,1464.21,0.9
695,1472.7,0.9
696,1462.3,0.9
697,1484.07,0.9
698,1464.29,0.9
699,1488.55,0.9
700,1482.19,0.9
701,1481.82,0.9
702,1487.5,0.9
703,1478.4,0.9
704,1478.33,0.9
705,1480.76,0.9
706,1480.81,0.9
707,1480.62,0.9
708,1496.92,0.9
709,1478.7,0.9
710,1477.7,0.9
711,1457.75,0.9
712,1458.75,0.9
713,1464.22,0.9
714,1470.1,0.9
715,1466.92,0.9
716,1467.09,0.9
717,1471.24,0.9
718,1475.34,0.9
719,1476.83,0.9
720,1466.27,1.0
721,1452.91,1.0
722,1467.03,1.0
723,1453.34,1.0
724,1461.06,1.0
725,1465.48,1.0
726,1462.86,1.0
727,1475.63,1.0
728,1468.22,1.0
729,1466.59,1.0
730,1461.61,1.0
731,1457.12,1.0
732,1450.86,1.0
733,1466.21,1.0
734,1466.09,1.0
735,1458.78,1.0
736,1466.69,1.0
737,1475.1,1.0
738,1465.44,1.0
739,1470.2,1.0
740,1475.57,1.0
741,1473.97,1.0
742,1460.7,1.0
743,1464.3,1.0
744,1471.54,1.0
745,1468.74,1.0
746,1482.2,1.0
747,1450.41,1.0
748,1458.65,1.0
749,1479.36,1.0
750,1481.31,1.0
751,1464.51,1.0
752,1471.72,1.0
753,1489.9,1.0
754,1463.34,1.0
755,1458.92,1.0
756,1473.44,1.0
757,1458.48,1.0
758,1462.54,1.0
759,1473.36,1.0
760,1461.33,1.0
761,1467.05,1.0
762,1460.54,1.0
763,1452.56,1.0
764,1453.39,1.0
765,1452.48,1.0
766,1462.81,1.0
767,1474.02,1.0
768,1477.03,1.0
769,1477.14,1.0
770,1477.02,1.0
771,1480.82,1.0
772,1465.77,1.0
773,1446.36,1.0
774,1457.83,1.0
775,1471.94,1.0
776,1466.07,1.0
777,1464.07,1.0
778,1461.9,1.0
779,1461.04,1.0
780,1479.79,1.0
781,1474.63,1.0
782,1471.6,1.0
783,1473.48,1.0
784,1479.37,1.0
785,1475.11,1.0
786,1482.01,1.0
787,1462.1,1.0
788,1464.56,1.0
789,1461.23,1.0
790,1472.91,1.0
791,1480.54,1.0
792,1473.44,1.0
793,1471.83,1.0
794,1463.34,1.0
795,1483.46,1.0
796,1462.19,1.0
797,1476.82,1.0
798,1483.33,1.0
799,1482.17,1.0
